ID,Medicine Name,Generic Name
2059,FOLISPAR,
2060,ACTAPRO,
2061,PRADAXA 150,
2062,CANESTAR,
2063,PANTIN 40,
2064,COBADEX TZ,
2065,azithro 500,
2066,calpol 500,
2067,KENZUMIN SACHET,
2068,AMPINE AT,
2069,BECOZYME FORTE,
2070,THYRONORM 125 -  - TABLET,
2071,URITOP,
2072,AMIFRU 5/40 ,
2073,DELTON 60mg,
2074,VOGLIBOSE,
2075,TEMOLOL 12.5MG,
2076,CARDACE H 5/12.5,
2077,GLYCIGON MSR ,
2078,BETALOC 50MG,
2079,GLIMIPRIDE ,
2080,ANZAR HS,
2081,ANZAR HS -25000,
2082,CYRA D,
2083,ROSUCOR F 10 MG,
2084,URSETOR SR 450,
2085,GALVES MET 50/500,
2086,GLINATE 60MG,
2087,R CINE 300MG ,
2088,R-CIN 300mg,
2089,ISONEX 300mg,
2090,RBTONE,
2091,"ISO M, RL with MVI",
2092,CADITUM 20,
2093,HASTI D3,
2094,ACEVEL 200 SR,
2095,EZORB D3,
2096,NEURAL ,
2097,MAXFORMIN,
2098,AMALTRAL 100MG,
2099,CEFAHEAD,
2100,GRAVITOR 60MG,
2101,A TO Z GOLD,
2102,XETOX,
2103,URSOKEM 300mg,
2104,NORDYSS 400,
2105,GLIMICURE M1,
2106,CYBLEX,
2107,CYBLEX 40mg,
2108,DYTOR PLUS 10 +50 MG  - TABLET,
2109,AMLOGARD 2.5mg,
2110,AZEE 500mg,
2111,NEXPRO RD 20mg,
2112,ROSUVEL 40MG,
2113,G-CSF(Neukine) 300ugs,
2114,CEFAHEAD 500mg,
2115,GEMER 2,
2116,CARCA CR-20MG,
2117,CARDIVAS - 6.25 TABLET,
2118,LORNIT 150MG,
2119,ASOMET AT (2.5/50),
2120,ESSENTIAL MCT PROTEIN,
2121,METRIDE PLUS 1,
2122,GLYCOMATE   250mg,
2123,STARVOG (0.3),
2124,DIBIZIDE M(5/500),
2125,GLYCOMATE   500mg,
2126,CYTOGAURD 20MG,
2127,CIPLOX  TZ ,
2128,ATHCOL 10,
2129,ALMETOR 20,
2130,PANLIPASE 25000,
2131,NEBISTAR SA,
2132,GLUFORMIN G2,
2133,ALFUSIN D,
2134,TAXIM O,
2135,prosio protein powder,
2136,DILZEM SR,
2137,NEBICARD R 20mg,
2138,TENOVATE & ENMOIST CREAM,
2139,SOFTNER,
2140,SOFTENER,
2141,WYSOLONE 40MG,
2142,Norad 2ml,
2143,TGKEM 50mg,
2144,FORCAN 400MG,
2145,VANLID 250mg,
2146,KEBIVAN 1.5Lit,
2147,ISO M,
2148,ISO M with Inj. MVI,
2149,ALBUMIN 20% 100ml,
2150,EMESET 4mg,
2151,D-PEG PLUS ,
2152,THYRONORM 112.5 MG,
2153,CARDIVAS CR -10,
2154,REMYLIN D,
2155,ECOSPRINE GOLD 20 MG,
2156,TOR 10 MG ,
2157,LIVOCET 500 MG,
2158,MOXIF 100ML ( 400MG ) - INJECTION,
2159,ALFOO 10 MG,
2160,DNS 1lit + Inj. MVI in pint ,
2161,DUOLIN NEBULISATION,
2162,GALVES 50mg ,
2163,MOZA 5MG ,VITAMIN B-COMPLEX +VITAMIN C+BIOTIN 260MCG
2164,MUCAINE GEL ,
2165,ALCOMAX,
2166,HOMO(70/30),
2167,OLEANZ 2.5MG ,
2168,THYRONORM 100mcg ,
2169,TENEPURE 20mg,
2170,GLUCOBAY 25mg,
2171,EPTOIN(300MG),
2172,CIPLOX 250 MG ,ENAPRIL 10MG+HYDROCHLORATHAZIDE 25MG
2173,LEVOSULPRIDE 25,
2174,THYRONORM 25,
2175,HCQS 400,
2176,MEDROL 2 MG ,
2177,MEXT 7.5,
2178,MONOCEF ,
2179,ESSENTIAL PROTEIN POWDER,
2180,AMLONG AT 5/50,
2181,LIV 52,
2182,Prolomet AM 25mg ,
2183,DOXY 100 MG ,
2184,NIFEDIPIN RETARD,
2185,NIFEDIPIN RETARD,
2186,THYRONORM 80MCG,
2187,TRICAINE ,
2188,TRICAINE.,
2189,TOPAMAC,
2190,LOBAZANZ(10MG),
2191,ONE UP GOLD,
2192,EPILIVE,
2193,EPTOIN (100MG),
2194,REVOLOL 50,
2195,GLIMISON M2 FORTE,
2196,TENELIGLIPTON 20 MG,
2197,CONTRAMOL,
2198,OLMEGEST 40 - ,
2199,ATENOL ,
2200,BETADINE OINTMENT ,
2201,AMITAX 250mg,
2202,CALPOL 250MG ,
2203,CANDIDA CREAM,
2204,VASOGRAIN,
2205,CLAVIX  AS 75/150 MG ,
2206,NICORAN 5mg,
2207,CONTRAMOL ,
2208,PRIMAQUIN 15MG,
2209,VEGAZ OD ,
2210,GLUCONORM G2,
2211,CARTEL 40mg,
2212,MARZON ,
2213,KEBIPRO PROTEIN POWDER,
2214,THYROX 25 MG,
2215,TEMEPRIDE M 20/500,
2216,DOLOVIN FORTE,
2217,MONOCEF 2gm,
2218,MAC OS ,
2219,LIPI EZ10MG,
2220,AMLOSAR ,
2221,LOZFRESH ,
2222,FELIZ-S 10MG,
2223,LASILACTONE 10 mg,
2224,TELSAR H,
2225,LOPEZ 1MG,
2226,AZOMET 2.5MG,
2227,MINITAZEPINE  0.5,
2228,DOLOVIN SPAS,
2229,SUPERMET XL,
2230,ROSUVAS -5,
2231,LOSAKIND H,
2232,ELTROXIN 12.5MCG,
2233,OLIMELI,
2234,DEBISTAT-GM,
2235,METOCARD XL 50MG,
2236,DILZEM 90MG.,
2237,DILZEM  CD 90MG.,
2238,CORT S 50MG ,
2239,METAFORT G 85 - TABLET,
2240,PIOGLIT ,
2241,ELDERVIT (1 amp) IM/IV ,
2242,DERI - R (150) ,
2243,RANOZEX,
2244,CARVISTAR (3.125 MG),
2245,TRSON P ,
2246,HCQS 200mg,
2247,GEMCAL 500mg,
2248,HCQS 200mg,
2249,KINODOL EF,
2250,LETHYROX 50MCG,
2251,CLOPILET 75,
2252,NIKORAN 10MG - TABLET,
2253,LIROPIC 500 MG,
2254,JUSTIN SYP,
2255,GLYCIPHASE ,
2256,NEBIVELOL H,
2257,FIBRATOR,
2258,CLOBAZ 5 MG,
2259,BUPRON XL 150,
2260,LACTULOSE,
2261,MIRIVITE 15MG,
2262,METRIDE 1,
2263,ADILIP 135,
2264,GLIMISON M2 ,
2265,RANTAC 300MG ,
2266,DILZEM 30MG ,ISOFLURANE 99.9%
2267,JALRA-50,
2268,FORSON,
2269,PREGASON M,
2270,ROSUSON-10MG,
2271,AMLONG 2.5MG,
2272,pantodac,
2273,RENOLOG,
2274,AMASE,
2275,PANCREATIC STENT S 5F-5CM,
2276,CLOPIVAS 75MG,
2277,Duoflam  kid ,
2278,DUOFLAM KID,
2279,DUOFLAM KID,
2280,SYNDOPA 275,
2281,CROCIN (500),
2282,ALPRAX 0.25 ,AMOXYCILINE 500MG+POTASSIUM CLAVUNATE 125MG
2283,APRELIFE KIT 125+80MG,
2284,AMIKACIN 1gm ,
2285,DEPLATT CV 20 MG  ,
2286,PANCREATIC STENT S 7F-5CM,
2287,DAN 50mg,
2288,CLAVILIP,
2289,CLANLIP,
2290,Vancomycin 750mg,
2291,JANUVIA 100,
2292,RIXMIN 200mg,
2293,ALBUMIN (20%) (100ML),
2294,CEFTRIXONE-2GM,
2295,TERLIPRESSIN (0.5MG),
2296,PANLIPASE ,
2297,CAIRE-XT,
2298,TORLEVA 500mg,
2299,TIDE 20MG - ,
2300,PANCREATIC STENT SP 5F -10CM,
2301,5D 500ML (GLASS),ACETYLCYSTEINE 600MG
2302,ACOSTIN  1 MIU ,AMIKACIN 500MG
2303,ALASPAN ,AMLODIPINE 5MG +ATENOLOL 50MG
2304,ALLEGRA 120MG ,AMOXYCILIN 500MG+PTASIUM CLAVUNATE 125MG
2305,AMINOPHYLLIN ,ASPIRIN 150MG+ATORVASTATIN 10MG
2306,AMLOKIND 2.5MG ,ATENOLOL 50MG
2307,AMLOPRES L ,ATORVASTATIN 80MG
2308,ANAWIN 0.25% ,AZATHIOPRINE 25MG
2309,ANXIT SR 0.5MG ,BACLOFEN 10MG
2310,ARKAMIN ,BENZALKONIUM CHLORIDE 0.1%+ZINC OXIDE 8.5%
2311,ATEN  25 MG.,BISOPROL 5MG+HYDROCHLORATHZIDE 12.5
2312,ATROPIN 100ML ,BUDESONIDE 0.5MG
2313,AVIL ,CALCIUM CITRATE +VITAMIN D3+MAGNESIUM +ZINC
2314,BASITON FORTE ,CEFIXIME 200MG
2315,XECUTE O,
2316,TORLEVA,
2317,OFLOX TZ,
2318,ALBENDAZOLE 400MG ,
2319,ALBENAZOLE,
2320,TOBA DM EYE DROPS,
2321,MONIT SR,
2322,TOZAAR H,
2323,LN BLOCK,
2324,TOZAR (50),
2325,VECOR TD,
2326,VOGIPAX MP ,
2327,JALRA,
2328,PIOZ ,
2329,GEMER,
2330,DURATAZ 4.5GM IV,
2331,ENDOXAN 300MG,
2332,NUMLO 2.5MG,
2333,LOBET 100MG,
2334,AMLOKIND AT 50/5 - ,
2335,DIABETA SR,
2336,BENDEX ,CEFOPERAZONE 500MG+SULBACTAM 500MG
2337,BETADINE OINTMENT 15G,CEFTRIAXONE 1GM
2338,BETALOC 25 MG-,CEFUROXIME 1.5MG
2339,BETT VACCINE 0.5ML,CEIXIME 100MG
2340, - SYRUP ,
2341,BIORAD JEJUNAL FEEDING CATHETER 16,CLONAZEPAM 0.5MG
2342,BRONCO CATH LEFT 28MM,CLOPIDOGREL+ATORVASTATIN
2343,CADILOSE SOLUTION 200ML,COLISTIMITHATE SODIUM 3MIU
2344,CALPOL 250MG,DEXAMETHASONE 0.1%+CHLORAMPHENICOL 1%+PHENYLMERCURIC0.002%
2345,CANESTEN CREAM 15G,DEXMEDETOMIDE 100MG
2346,CAP LUMIA 60 K,
2347,CARCA 6.25MG ,DEXTROMETHORPHAN HYDROBROMIDE 5MG
2348,CAROL 60K ,DEXTROSE ANHYDROUS 5GM+SODIUM CHLORIDE 0.37GM+POTASIUM CHLORIDE 0.13GM+AMMONIUM CHLORIDE 0.37GM+SODIUM SULPHATE 15MG
2349,CAVAFIX 134 MT 1PCS,DICLOFENAC 1.16%+LINSEED OIL 3%+METHYL SALICYLATE 10%+MENTHOL 5%+EXCIPIENTS&PROPELLANT 100%
2350,CDH 29CIRCULAR STAPLER CURVED,DICLOFENAC 50MG+PARACETAMOL 500MG+SERRATIOPEPTIDASE 10MG
2351,CEFTAS 400MG ,DICLOFENAC SR 100MG
2352,CELIN (500 MG),DILTIAZEM 
2353,CHEST DRAINAGE & TROCAR CATH 20 1PIC,DIVALPROX
2354,CHEST DRAINAGE CATH 28 1PIC,DOMPERIDON 5MG
2355,CHLOROCOL H EYE OINTMENT,DORIPENAM 500MG
2356,CLARBACT 500MG,ESOMEPRAZOLE 40MG+DOMPERIDONE 30MG
2357,CLEXANE 60MG  (0.6ML),ETHAMBUTOL 600MG
2358,COLOBAG (ROMSON),ETHOPHYLIN 115MG+THEOPHYLINE 35MG
2359,COLOPLAST BAG 50,ETIZOLAM 0.25MG
2360,COLOPLAST POWDER 25G,FAMOTIDINE 20MG
2361,COLOSPA 135 MG ,FEBUXOSTAT 40GL
2362,ESSENTIAL PEPTIDE POWDER,
2363,GLIMISON MP-1,
2364,REGESTERONE 5MG,
2365,SEVISTA ,
2366,STAMINO BETA,
2367,ROSUCOR ASP,
2368,VOVERAN SR 75MG,
2369,MACALVIT,
2370,DAN SP,
2371,CYRA 20mg ,
2372,ZORYL 1,
2373,MET XL  25 MG ,
2374,SITZ BATH,
2375,GLUCONORM G3 FORTE,
2376,TELVAS AM,
2377,RANTAC D,
2378,NUSAM H,
2379,VELGUT,
2380,DISPRINE 150 MG,
2381,AMLOAN 5MG,
2382,COMBUTOL  200 MG ,FERROUS FUMARATE 300MG+CYANOCOBALMINE 15MCG+FOLIC ACID 1.5MG
2383,COOLGUT  1.2GM ,FLUCONAZOLE 200MG
2384,CORT S 100MG,FLUROMETHOLONE 1MG/1ML
2385,CORVADIL A,
2386,COUTRY PENCIL (VALLEYLA),FOUNDAPERINUX 2.5MG
2387,CREON 10000 ,FRUSEMIDE 40MG
2388,CV 6 SUTURE,GLIMEPRID 1MG+METFORMIN 850MG
2389,DALACIN C 600MG,HAEMOPHILUS TYPE B CONJUGATE VACCINE 
2390,DENILYTE G  500ML,HEPARIN SODIUM 5000IU
2391,DERIPHYLLIN OD 300MG,HYDROXYETHYL STERCH 6%
2392,DEVIRY 10MG ,HYOSCAINE SULPHATE 0.125MG
2393,DEXO 400,
2394,DEXONA,IBUPROFEN 400MG
2395,DEXTOMID 50 MCG ,IMIPENAM 500MG+CILASTATIN 500MG
2396,DIGEMAX ,IRON SUCROSE 20MG/1ML
2397,DNS 1 LIT,ITOPRIDE HCL 150MG+PANTOPRAZOLE 40MG
2398,DOLONEX DT 20MG,L-ORNITHINE L-ASPARTATE 3GM
2399,DORIPEN 500 MG ,LACTIC ACIAD BACILLUS
2400,DRAINA BAG,LACTULOSE 10GM/15ML
2401,Duolin,
2402,DUOLIN RESPULES,LEVETRACETAM 250MG
2403,DUTAS T,
2404,DVT STOCKING(LARGE),LEVOFLOXACIN 500MG+100ML
2405,DYNAPAR AQ ,LEVOSALBUTAMOL 1.25MG+IPRATROPIUM 500MCG
2406,DYTOR 100 MG ,LIGNOCAINE  21.3MG/1ML
2407,EAR BUDDS 1PAK,LINEZOLIDE 600MG
2408,DISPRIN  - 350 TABLET,
2409,AUGMENTIN DUO 1GM ,
2410,ATENIJ 50MG,
2411,AUDMENTIN DUO 1GM,
2412,VITCOFOL SUSPENSION,
2413,TRIOLMEZEST 20MG,
2414,AUGMENTIN DUO 1GM,
2415,Diomonic,
2416,Betnesol ,
2417,Mosiba,
2418,Invanz 1 gm,
2419,INVANZ 1gm,
2420,Tess ointment,
2421,FOLVITE 5mg,
2422,REXIPRA 20mg,
2423,LORAM H 5mg,
2424,MUCOTAB,
2425,GLYCOMET,
2426,CILACAR,
2427,NRGIZ ,
2428,FORCAN PLUS 400mg,
2429,TIGIFIC 50MG,
2430,ECOTNIL 0.5,
2431,DYNAPAR SR 100 MG,
2432,NEBI-,
2433,ARKAMIN  - SR,
2434,ECOSPRIN 325 MG,LORAZEPAM 1MG
2435,ECOSPRIN AV 150 MG,LORAZEPAM 2MG
2436,ECOSPRIN AV 75MG,LORAZEPAM 2MG/1ML
2437,NUTRILIX-SR,
2438,GLIMISON MP-2 - TABLET,
2439,GLIMISON M2 FORTE - TABLET - ,
2440,PPG(0.3MG) -   ,
2441,TENNALI 20 TABLET,
2442,INSULIN DEGLUDEC(TRESIBA),
2443,NIZONIDE,
2444,NIZONIDE - 500MG,
2445,DICORATE ER ,
2446,PEG FIBRE,
2447,FRISSIUM 10MG,
2448,DICORATE ER  - 500MG,
2449,DICORATE RE-250MG,
2450,GAVISCON 2TSF,
2451,VELTUM PLUS,
2452,SOFFEN,
2453,H.Actrapid,
2454,LOSARTAN 100/25  - TABLET,
2455,ACOPEP,
2456,QUTAN (25) MG,
2457,R CINEX 450MG,
2458,PREGALIN XR 75mg,
2459,ZOLE-F OINT,
2460,THYROX 25 MCG,
2461,PROVANAL PLUS,
2462,R CINEX 600MG,
2463,CRESAR  40,
2464,STAHA 5MG,
2465,AMLOPIN M 5/50,
2466,R LOC 150MG,
2467,DIABIZIDE-M 500/5,
2468,RABEKIND 20MG,
2469,RABEKIND DSR,
2470,RABEKIND PLUS,
2471,RABELOC 20MG,
2472,RABELOC PLUS,
2473,RABELOC RD,
2474,RABIUM 10MG,
2475,RABIUM 20MG,
2476,RABIVAX VACCINE 1ML,
2477,RABONIK 20,
2478,RABONIK 40 DSR,
2479,RABONIK 40 PLUS,
2480,RABONIK 40,
2481,RABONIK DSR,
2482,RABONIK PLUS,
2483,RABELOC PLUS,
2484,RAMCOR 2.5MG,
2485,RAMIHART 2.5MG,
2486,RAMIHART 5MG,
2487,RAMITOP 5MG,
2488,RAN CV 500MG,
2489,RANCAD,
2490,RANOLAC ,
2491,RANTAC 150MG,
2492,RANTAC 300MG,
2493,RANTAC D PLUS,
2494,RANTAC 2 ML,
2495,RANTAC MPS 170 ML,
2496,RASALECT 0.5MG,
2497,RASHFREE CREAM 20G,
2498,RAZO 20MG,
2499,RAZO 20MG,
2500,RAZO D,
2501,RAZO L,
2502,RAZOBID 20MG,
2503,RAZOBID-DSR,
2504,CARDIPIN -RETARD 20mg,
2505,DOXCEF CV 200mg,
2506,VOGLIMAC GM1,
2507,25% DEXTROSE 500ML,
2508,SZETALO PLUS,
2509,LASILACTONE 10/25mg,
2510,VENLA XR 75 MG,
2511,RB TONE,
2512,RB TONE 200ML,
2513,STROMIX A 75mg,
2514,ZYLORIC 100MG,
2515,VENLA XR 150,
2516,RBSON ,
2517,Antoxyl Forte,
2518,RBSON D ,
2519,RESERPRA 20MG,
2520,RBTone,
2521,RCIN 450MG ,
2522,RCIN 600MG ,
2523,REBRETHING MASK,
2524,REDOTIL ,
2525,REFLIN 1G ,
2526,REFRESH TEARS EYE DROPS,
2527,REGLAN 2ML,
2528,REGLAN,
2529,REGMOTIL MPS,
2530,RIB BELT (X-LARGE),
2531,RIFAGUT (200mg) ,
2532,RIFAGUT (400MG),
2533,RIXMIN 400 ,
2534,ROMO ADK CATHETER 28 1PIC,
2535,ROPIN 0.2% 20ML,
2536,ROSUCOR,
2537,ROSUCOR 10,
2538,ROSUKA 20 MG,
2539,ROSUVAS 40,
2540,ROSUVAS (10MG),
2541,ROZUVEL 10MG,
2542,RYLE'S TUBE 12,
2543,RYLE'S TUBE 18,
2544,RYLE'S TUBE 20,
2545,RYLE'S TUBE 8,
2546,S AMCARD 2.5MG,
2547,S NUMLO 2.5MG ,
2548,SAFETY FLEX CUFF 7,
2549,SAFETY FLEX CUFF 7.5,
2550,SAFETY FLEX CUFF 8,
2551,SAFETY FLEX CUFF 8.5,
2552,TRSON P,
2553,Inj ISO M 1Lit+ Inj.PANTODAC 40mg ,
2554,CONTRAMOL 100mg,
2555,ZOSTUM 1.5 GM I.V.,
2556,THYRONORM 88MCG - ,
2557,DYTOR PLUS 20mg,
2558,ELTROXIN 100MCG.,LOSARTAN POTASIUM 25MG
2559,ELTROXIN 150MCG,
2560,ELTROXIN 50MCG,LOSARTAN POTASIUM 50MG
2561,ELTROXIN 75MCG,
2562,EMBETA XR,
2563,EMBETA XR - 50,
2564,EMESET (2ML) ,LOSARTAN POTASIUM 50MG+HYDROCHLORATHAZIDE 12.5
2565,EMESET (4ML),LOSARTAN POTASIUM 50MG+HYDROCHLORATHAZIDE 12.5MG
2566,EMESET 4MG,LOSARTAN POTASIUM+AMLODIPINE 
2567,EMESET 8MG,LOSARTAN POTASIUM+HYDROCHLORIDE
2568,EMETIL 100MG,LOSRATAN 50MG+HYDROCHLORATHAZIDE 12.5
2569,EMETIL 25MG,LOTEPREDNOL ETABONATE 0.5%
2570,EMETIL 50MG,LUBIPROSTONE 24MCG
2571,EMIKIND MD,LYCOPENE +MULTIVITAMIN+MINERAL
2572,EMTY EVACAUTED BOTTLE,LYCOPENE +MULTIVITAMIN+MINERALS
2573,EMTY ,
2574,EMVOID 80 mg,
2575,ENALPRILN HT,
2576,ENCORATE 500 MG,LYCOPENE+MULTIVITAMIN+MINERAL
2577,ENCORATE 500MG,MAGNESIUM HYDROXIDE 185MG+SIMETHACONE 50MG+SODIUM CARBOXYMETHYLCELLULOSE 100MG+ALUMINIUM HYDROXIDE 830MG
2578,ENCORATE CHRONO 500 MG,MAGNESIUM HYDROXIDE 300MG+ALUMINIUM HYDROXIDE 600MG+SIMETHACONE 25MG+OXETACIANE 10MG
2579,ENDO GIA  60 - PURPLE,MAGNESIUM SULPHATE 
2580,ENDO GIA 60MM VASCULAR/MEDIUM,MAGNESIUM SULPHATE 500MG/1ML
2581,ENDO GIA RADIAL  RELOAD TRI STAP,MANNITOL 20GM/100ML
2582,ENDO GIA ROTICULATOR 45-3.5MM BLUE,MEBENDAZOEL 100MG
2583,ENDO GIA ROTICULATOR 45-4.8MM GREEN,MEBENDAZOLE 
2584,ENDO GIA ROTICULATOR 60-3.5MM BLUE,MEBENDAZOLE 100MG
2585,ENDO GIA STRAIGHT 45-2.5MM WHITE,MEBEVARINE 200MG
2586,ENDO GIA STRAIGHT 45-3.5MM BLUE,MEBEVARINE HCL + ISAPGULA HUSK
2587,ENDO GIA STRAIGHT 45-4.8MM GREEN,MEBEVARINE HCL 135MG
2588,ENDO GIA STRAIGHT 60-2.5MM WHITE,MEBEVARINE HCL 200MG
2589,ENDO GIA STRAIGHT 60-3.5MM BLUE,MEBEVERINE 135MG
2590,ENDO GIA STRAIGHT 60-4.8MM GREEN,MEBEVERINE HCL 200MG
2591,ENDOCRYL 0.5ML,MECOBALMIN 1500MCG
2592,ENDOCRYL 1 ML,MECOBALMIN 500MG
2593,ENDOLOOP NO 1 CATGUT 1,MECOBALMIN 500MG/1ML
2594,ENDOTRACHAL CUFFED 5.5 1PIC,MECOBALMIN 50MCG
2595,ENDOTRACHAL CUFFED 6 1PIC,MECOBALMIN 750MG+FOLIC ACID 1.5MG+ALPHA LIPOIC ACID 100MG
2596,INJ.LANCTUS 16 UNITS -  - ,
2597,25D 100 ML GLASS ,
2598,25D 100 ML GLASS,
2599,25D 100 ML GLASS 12,
2600,demo hide,
2601,NERVIJEN,
2602,VALTUM 0.4,
2603,ECOTOR 10,
2604,EMEZOLE-D,
2605,KAPIO,
2606,EMAZOLE-D,
2607,DIANORM OD 60MG,
2608,POTKLORE,
2609,SUCRAWEL-O,
2610,SUCRAWALL-O 100ML,
2611,GUDPRESS XL 50,
2612,ESPIN 2.5mg ,
2613,VELGAN 450 1-0-1,
2614,SUCRACE,
2615,T R SON P - ,
2616,SUPERMET AM,
2617,OLMESR H 40,
2618,FLUVIR,
2619,TEMIFRU 75 ,
2620,CANDID Dust Powder,
2621,CREMAFFIN LIQUID MINT 170ML - ,
2622,MIKACIN 1GM IM OD  - INJECTION,
2623,AZORAN  50 ,
2624,PSYDON 2,
2625,ANXIONIL-2,
2626,FLURAC-PLUS,
2627,VALGAN,
2628,AZR,
2629,DOXEDEP,
2630,PRUVICT,
2631,FREEGO POW 180G - ,
2632,AMRYL M2 - ,
2633,NATRILIX SR 1.5 MG,
2634,AUGMENTIN DUO 1GM -  - TABLET,
2635,CREMAFFIN PLUS LIQUID 150ML - ,
2636,LACTIFIBER POWDER 90 GM,RAMOSETRON HCL5MG
2637,BETONIN AST LIQUID 400ML - ,
2638,GLIMISON MP-2 ,
2639,SOMPRAZ 20MG ,
2640,COBADEX CZ ,
2641,COBADEX CZ - TABLET - TABLET,
2642,COBADEX CZs,
2643,PANTOCID 20MG,
2644,LANTUS ,
2645,LANTUS,
2646,AMRYL M1,
2647,CTD 12.5 - ,
2648,NITROGLYCERIN 2.6MG,
2649,NITROGLYCERIN 6.5MG - ,
2650,NITROGLYCERIN 6.5MG - ,
2651,NITROGLYCERIN 6.5MG - ,
2652,NITROGLYCERIN 6.5MG -  - ,
2653,NITROGLYCERIN 6.5MG - ,
2654, aprelife kit 125mg+80mg,
2655,AAAAAAAAAAAAAAAA,
2656,CONTRAMOL 50mg+ 100ml NS,
2657,ACTAPRO 100 - ,
2658,ACTAPRO 100 - ,
2659,ALPRAX 0.5MG ,AMOXYCILINE 875MG+POTASSIUM CLAVUNATE 125MG
2660,ALPREX 0.25MG,AMOXYCILLIN 1000MG+POTASSIUM CLAVUNATE 20MG
2661,Amikacin 1gm,
2662,AMIKACIN 750MG +100CC NS IV OD,
2663,amikacin 1gm,
2664,AMLOPIN AT,
2665,CTD 12.5 - ,
2666,ZOSTUM O,
2667,DYOFLUX,
2668,NIA,
2669,AMRYL M1 - ,
2670,AUGMENTIN 1000MG DUO ,BUPROPION
2671,AUGMENTIN DUO 1GM - ,
2672,BETALOC 50 MG,CEFUROXIME 250MG
2673,BETONIN AST LIQUID 400ML -   ,
2674,BRO ZEET 100ML,CLOPIDOGREL+ASPIRIN+ATORVASTATIN
2675,BUDECORT 0.5 RESPULES NEB,
2676,BUSCOPAN,
2677,BUSCOPAN,COLISTIMETHATE SODIUM 1MIU
2678,CAIRE-XT - ,
2679,CEFAXONE 1gm,
2680,COBADEX CZ,
2681,CONTRAMOL 50mg+ 100ml NS,
2682,CREMAFFIN LIQUID MINT 170ML - ,
2683,CTD 12.5,
2684,CYCLOPAM ,GLIPIZIDE 5MG
2685,CYP L,GLIPIZIDE 5MG+METFORMIN 500MG
2686,DIAMOX ,IMIPENEM 500MG+CILASTATIN 500MG
2687,DUONEM ER 300mg,
2688,EMTY - SYRUP,
2689,EMTY,
2690,FAMOCID 40,MODAFINIL 200MG
2691,FARONEM 200MG,MONOBASIC SODIUM PHOSPHATE 24.417G+DISODIUM HYDROGEN PHOSPHATE 5.439+SODIUM BENZOATE 0.2%
2692,FORSON SR 1000mg ,
2693,GAVISCON 2TSF - ,
2694,GAVISCON 2TSF - ,
2695,GLYCOMET 1 GM,
2696,GLYNASE MF,
2697,GRANIFORCE MD,PANTOPRAZOLE 40MG+DOMPERIDONE 30MG
2698,LANTUS,
2699,LEVOLIN 0.63MG RESPULES NEB,
2700,LOMOTIL,SIMETHACONE 62.5
2701,LTK,
2702,MELTOCAL 500MG SACHET,
2703,MERONEM 1GM,TELMISARTAN 40MG+AMLODIPINE 5MG
2704,METOGARD XL 50 MG - TABLET,
2705,NEXPRO 20MG,
2706,NEXPRO 40MG,
2707,FUSIDIC,
2708,HOSIT XT,
2709,ACTIBILE 300,
2710,GLIMIPRIDE,
2711,GLIMIPRIDE M2,
2712,ARKAMIN  - TABLET,
2713,GLYCOMET TRIO,
2714,ATROPIN 1 AMP ,
2715,ATROPIN 1 AMP,
2716,NEOSPORIN,
2717,DAN SP,
2718,CARDACE H 5/12.5 - ,
2719,SYSFOL,
2720,LECTULOSE ,
2721,PRAZOPRESS 1,
2722,AUGMENTIN DUO 1 GM,
2723,NEXTOP(50MG),
2724,TINIBA  600 MG ,
2725,Vobit-M (5/500),
2726,RIFAGUT (550mg),
2727,THYROXIN 25mcg,
2728,ETHIBOND 2-0 NW 617 1PIC,METHYLCOBALMIN 500MG
2729,ETHIBOND 2-0 NW6977,METHYLENE BLUE 10MG/1ML
2730,ETHIBOND 3-0 W6936,METHYLPREDNISOLEN 16MG
2731,ETHILON 1 NW3348 LOOP,METHYLPREDNISOLEN 4MG
2732,ETHILON 1 NW3362,METHYLPREDNISOLONE 40MG
2733,ETHILON 1-0 NW3346,METHYLPREDNISOLONE 8MH
2734,ETHILON 2-0 NW3336,METOCLOPRAMIDE 10MG
2735,ETHILON 2-0 NW3390,METOCLOPRAMIDE 15MG
2736,ETHILON 3-0 NW3328,METOCLOPRAMIDE 5MG/1ML
2737,ETHILON 4-0 NW3319,METOCLOPRAMIDE 5MG/5ML
2738,ETOMIDATE-LIPURO 10 ML,METOPROL SUCCINATE 12.5MG
2739,EVION 400 MG,METOPROLOL
2740,EXAMINATION GLOVES (RUBBER),METOPROLOL 100MG
2741,EXELYTE SOLUTION(2*45ML 1PACK,METOPROLOL 12.5MG
2742,EXTENSION LINE 100CM (ROMSON),METOPROLOL 25MG
2743,EXTENSION LINE 150CM (ROMSON),METOPROLOL 50MG
2744,EXTENSION LINE 2 WAY,METOPROLOL 50MG+AMLODIPINE 5MG
2745,EXTENSION LINE 200CM (ROMSON),METOPROLOL+AMLODIPINE 
2746,EXTENSION LINE 3 WAY,METOPROLOL+RAMIPRIL 
2747,EYE PAD,METOPROLOL1MG/1ML
2748,EYEBREX LIQUIFILM EYE DROPS,METOPROLOL25MG
2749,EYEMIST EYE DROPS,METOROLOL 25MG
2750,EZECOR LX POWDER 90G,METRONIDAOLE 2%+POVIDONE -IODINE 10%
2751,FAMOCID 20,METRONIDAZOLE 500MG/100ML
